Con,Grn,Lab,Lib,Nat,Oth,Ref,Prev_con,Prev_lab,Prev_lib,Prev_ref,Prev_nat,Prev_oth,Aged 15 years and under,Aged 16 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 years and over,Region,Total population,Latitude,Longitude
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.297526245927356,0.494630143598407,0.129383371545795,0.0,0.0,0.0784602389284421,0.219959550228226,0.101430585965042,0.137464281738227,0.191125171633206,0.184102126396259,0.16591828403904,Wales,107788,52.3960578,-1.98586937908393
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.159677752530469,0.477148316463541,0.265699235695104,0.0,0.0,0.0974746953108861,0.239843102500349,0.13943526747249,0.146878051582515,0.205763849568778,0.158973601503328,0.109106127372541,Wales,121861,52.5315031,-1.90406171023003
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.296219077961019,0.480978260869565,0.181292166416792,0.0,0.0,0.0415104947526236,0.179824805081764,0.212511806211456,0.130414652665889,0.17651906587403,0.160231123951331,0.14049854621553,Wales,107994,52.45046225,-1.93199500617883
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.0991604625376207,0.36744284281113,0.410158931305771,0.0,0.0,0.123237763345478,0.245128440043694,0.127233165368759,0.141856654568519,0.195928327284259,0.164355685542126,0.125497727192642,Wales,113516,52.47809765,-1.82875869525344
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.211602959625182,0.510560946260785,0.226580301595023,0.0,0.0,0.0512557925190097,0.168371548697499,0.0888344675133284,0.10224957739153,0.169140912834294,0.232478002687356,0.238925490875991,North East,92284,54.6640762,-1.6752864
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.226338768160627,0.422880540687205,0.207764978663575,0.0,0.0,0.143015712488592,0.243750556000356,0.123707855173027,0.135477270705453,0.201948225246864,0.163063784360822,0.132052308513477,North West,112408,53.749326,-2.4840566
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.141817143672829,0.586110912854186,0.20473199628863,0.0,0.0,0.0673399471843551,0.243913891497508,0.105910929711768,0.137759156252257,0.20457090226107,0.175549013942065,0.132296106335332,Wales,110744,53.5242138,-2.2281266
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.380225909261342,0.418611736032996,0.150004686914136,0.0,0.0,0.051157667791526,0.159989895375029,0.0844262467633623,0.108540513230743,0.160758267898869,0.221775466812622,0.264509609919373,Wales,95006,53.8179442,-3.0509812
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.325231809752373,0.478520781062507,0.152132649721828,0.0,0.0,0.0441147594632922,0.181807381955423,0.0973690703561213,0.133547779838982,0.180518875252447,0.218406455327198,0.188350437269828,North West,109429,53.7983538,-3.0488911
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.0444691971553423,0.389769514180447,0.0630622911490018,0.0,0.0490960500385571,0.453602947476651,0.178931980211655,0.0945560863992203,0.134037436837255,0.176633227046897,0.215627284187332,0.200213985317641,Wales,94399,51.7497044,-3.23940277107558
